,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2014-11-21 14:07:00,T0451,T0450A,T0459,T0458,T0451A,T0460,T0452A,P0455,T0453,X0451F,X0451B,X0451A,X0451E,X0451D,X0451C
2014-11-21 14:08:00,T0451A,T0451,T0460,T0458,T0459,T0453,T0450A,X0451B,P0455,X0451F,X0451A,X0451C,T0452A,X0451D,X0451E
2014-11-21 14:09:00,T0451A,T0451,T0460,T0458,T0459,T0453,T0450A,X0451B,P0455,X0451F,X0451A,X0451C,T0452A,X0451D,X0451E
2014-11-21 14:10:00,T0451,T0451A,T0450A,T0459,T0458,T0460,T0452A,P0455,X0451F,X0451B,T0453,X0451A,X0451E,X0451C,X0451D
2014-11-21 14:11:00,T0451A,T0451,T0460,T0450A,T0459,T0458,X0451B,T0453,P0455,X0451F,X0451A,X0451C,T0452A,X0451D,X0451E
2014-11-21 14:12:00,T0451A,T0451,T0460,T0450A,T0459,T0458,X0451B,T0453,P0455,X0451F,X0451A,X0451C,T0452A,X0451D,X0451E
2014-11-21 14:13:00,T0451,T0451A,T0450A,T0460,P0455,T0459,X0451F,X0451B,T0458,T0453,T0452A,X0451A,X0451E,X0451D,X0451C
2014-11-21 14:14:00,T0451,T0451A,T0450A,T0460,P0455,T0459,X0451F,X0451B,T0458,T0453,T0452A,X0451A,X0451E,X0451D,X0451C
2014-11-21 14:15:00,T0451,T0451A,T0459,T0450A,T0458,T0460,T0452A,P0455,X0451F,T0453,X0451C,X0451E,X0451B,X0451A,X0451D
2014-11-21 14:16:00,T0451,T0451A,T0459,T0450A,T0458,T0460,T0452A,P0455,X0451F,T0453,X0451C,X0451E,X0451B,X0451A,X0451D
2014-11-21 14:17:00,T0451A,T0451,T0460,T0459,T0453,T0458,T0450A,T0452A,P0455,X0451F,X0451B,X0451A,X0451C,X0451E,X0451D
2014-11-21 14:18:00,T0450A,T0459,T0451,T0458,T0460,T0453,T0452A,X0451B,T0451A,X0451A,P0455,X0451F,X0451E,X0451C,X0451D
2014-11-21 14:19:00,T0451,T0450A,T0459,T0458,T0451A,T0460,T0452A,T0453,P0455,X0451B,X0451F,X0451A,X0451E,X0451D,X0451C
2014-11-21 14:20:00,T0451,T0450A,T0459,T0458,T0451A,T0460,T0452A,T0453,P0455,X0451B,X0451F,X0451A,X0451E,X0451D,X0451C
2014-11-21 14:21:00,T0451,T0450A,T0459,T0458,T0451A,T0460,T0452A,T0453,P0455,X0451B,X0451F,X0451A,X0451E,X0451D,X0451C
2014-11-21 14:22:00,T0459,T0451,T0458,T0450A,T0451A,T0460,T0452A,P0455,X0451B,T0453,X0451F,X0451A,X0451D,X0451E,X0451C
2014-11-21 14:23:00,T0451,T0451A,T0450A,T0460,T0458,T0459,P0455,X0451B,X0451F,T0453,T0452A,X0451C,X0451D,X0451E,X0451A
2014-11-21 14:24:00,T0451,T0451A,T0450A,T0460,T0458,T0459,P0455,X0451B,X0451F,T0453,T0452A,X0451C,X0451D,X0451E,X0451A
2014-11-21 14:25:00,T0451,T0451A,T0460,T0459,T0458,T0450A,X0451B,T0453,P0455,X0451F,X0451A,X0451C,X0451D,X0451E,T0452A
2014-11-21 14:26:00,T0451,T0451A,T0460,T0459,T0458,T0450A,X0451B,T0453,P0455,X0451F,X0451A,X0451C,X0451D,X0451E,T0452A
2014-11-21 14:27:00,T0451,T0451A,T0460,T0459,T0458,T0450A,X0451B,T0453,P0455,X0451F,X0451A,X0451C,X0451D,X0451E,T0452A
2014-11-21 14:28:00,T0451,T0451A,T0450A,T0460,T0459,T0458,P0455,X0451B,X0451F,T0452A,T0453,X0451C,X0451D,X0451E,X0451A
2014-11-21 14:29:00,T0451,T0451A,T0450A,T0460,T0459,T0458,P0455,X0451B,X0451F,T0452A,T0453,X0451C,X0451D,X0451E,X0451A
2014-11-21 14:30:00,T0451,T0451A,T0450A,T0460,T0459,P0455,T0458,X0451B,X0451F,T0452A,T0453,X0451E,X0451D,X0451C,X0451A
2014-11-21 14:31:00,T0451,T0451A,T0450A,T0460,T0459,P0455,T0458,X0451B,X0451F,T0452A,T0453,X0451E,X0451D,X0451C,X0451A
2014-11-21 14:32:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,T0452A,X0451B,X0451A,P0455,X0451F,X0451E,X0451C,X0451D
2014-11-21 14:33:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,T0452A,X0451B,X0451A,P0455,X0451F,X0451E,X0451C,X0451D
2014-11-21 14:34:00,T0451,T0451A,T0460,T0450A,T0458,T0459,X0451B,P0455,T0453,X0451F,T0452A,X0451C,X0451A,X0451D,X0451E
2014-11-21 14:35:00,T0451,T0451A,T0460,T0450A,T0458,T0459,X0451B,P0455,T0453,X0451F,T0452A,X0451C,X0451A,X0451D,X0451E
2014-11-21 14:36:00,T0451,T0451A,T0460,T0450A,T0458,T0459,X0451B,P0455,T0453,X0451F,T0452A,X0451C,X0451A,X0451D,X0451E
2014-11-21 14:37:00,T0451A,T0451,T0460,T0459,T0458,T0450A,T0452A,T0453,P0455,X0451F,X0451B,X0451C,X0451A,X0451E,X0451D
2014-11-21 14:38:00,T0451A,T0451,T0460,T0459,T0458,T0450A,T0452A,T0453,P0455,X0451F,X0451B,X0451C,X0451A,X0451E,X0451D
2014-11-21 14:39:00,T0451A,T0451,T0460,T0453,T0450A,P0455,X0451F,X0451B,T0452A,T0459,X0451A,X0451C,T0458,X0451E,X0451D
2014-11-21 14:40:00,T0451A,T0451,T0460,T0453,T0450A,P0455,X0451F,X0451B,T0452A,T0459,X0451A,X0451C,T0458,X0451E,X0451D
2014-11-21 14:41:00,T0451A,T0451,T0460,T0450A,T0458,T0453,X0451B,P0455,T0459,X0451F,T0452A,X0451C,X0451A,X0451D,X0451E
2014-11-21 14:42:00,T0451A,T0451,T0460,T0450A,T0458,T0453,X0451B,P0455,T0459,X0451F,T0452A,X0451C,X0451A,X0451D,X0451E
2014-11-21 14:43:00,T0451,T0451A,T0450A,T0460,T0459,T0458,X0451B,P0455,X0451F,T0452A,X0451D,X0451C,X0451E,T0453,X0451A
2014-11-21 14:44:00,T0451,T0451A,T0450A,T0460,T0459,T0458,X0451B,P0455,X0451F,T0452A,X0451D,X0451C,X0451E,T0453,X0451A
2014-11-21 14:45:00,T0451,T0450A,T0451A,T0460,T0459,T0458,T0452A,P0455,T0453,X0451F,X0451A,X0451E,X0451B,X0451C,X0451D
2014-11-21 14:46:00,T0451,T0450A,T0451A,T0460,T0459,T0458,T0452A,P0455,T0453,X0451F,X0451A,X0451E,X0451B,X0451C,X0451D
2014-11-21 14:47:00,T0451,T0451A,T0459,T0450A,T0460,T0458,T0452A,P0455,X0451F,T0453,X0451C,X0451B,X0451E,X0451A,X0451D
2014-11-21 14:48:00,T0451,T0451A,T0459,T0450A,T0460,T0458,T0452A,P0455,X0451F,T0453,X0451C,X0451B,X0451E,X0451A,X0451D
2014-11-21 14:49:00,T0451,T0451A,T0450A,T0460,T0459,T0458,X0451B,P0455,X0451F,X0451D,X0451C,T0453,X0451E,T0452A,X0451A
2014-11-21 14:50:00,T0451,T0451A,T0450A,T0460,P0455,X0451F,X0451B,T0452A,T0453,X0451C,X0451E,X0451D,T0459,T0458,X0451A
2014-11-21 14:51:00,T0451,T0451A,T0450A,T0460,P0455,X0451F,X0451B,T0452A,T0453,X0451C,X0451E,X0451D,T0459,T0458,X0451A
2014-11-21 14:52:00,T0451A,T0451,T0460,T0453,T0450A,P0455,X0451B,X0451F,T0452A,T0458,X0451A,X0451C,X0451D,X0451E,T0459
2014-11-21 14:53:00,T0451A,T0451,T0460,T0453,T0450A,P0455,X0451B,X0451F,T0452A,T0458,X0451A,X0451C,X0451D,X0451E,T0459
2014-11-21 14:54:00,T0450A,T0451,T0460,T0451A,T0453,T0459,X0451A,T0458,X0451B,T0452A,X0451F,X0451C,X0451E,X0451D,P0455
2014-11-21 14:55:00,T0450A,T0451A,T0451,T0459,T0460,T0453,T0458,T0452A,X0451A,X0451F,X0451C,P0455,X0451B,X0451D,X0451E
2014-11-21 14:56:00,T0450A,T0451A,T0451,T0459,T0460,T0453,T0458,T0452A,X0451A,X0451F,X0451C,P0455,X0451B,X0451D,X0451E
2014-11-21 14:57:00,T0450A,T0451,T0459,T0460,T0458,T0453,T0451A,T0452A,X0451A,X0451F,X0451D,X0451C,X0451E,X0451B,P0455
2014-11-21 14:58:00,T0450A,T0451,T0459,T0460,T0458,T0453,T0451A,T0452A,X0451A,X0451F,X0451D,X0451C,X0451E,X0451B,P0455
2014-11-21 14:59:00,T0450A,T0451A,T0451,T0460,T0459,T0453,T0458,X0451A,T0452A,X0451F,X0451C,X0451B,P0455,X0451D,X0451E
2014-11-21 15:00:00,T0450A,T0451A,T0451,T0460,T0459,T0453,T0458,X0451A,T0452A,X0451F,X0451C,X0451B,P0455,X0451D,X0451E
2014-11-21 15:01:00,T0450A,T0451A,T0453,T0458,T0459,T0460,T0451,X0451B,X0451A,X0451F,X0451C,T0452A,P0455,X0451E,X0451D
2014-11-21 15:02:00,T0450A,T0451A,T0453,T0458,T0459,T0460,T0451,X0451B,X0451A,X0451F,X0451C,T0452A,P0455,X0451E,X0451D
2014-11-21 15:03:00,T0450A,T0451A,T0451,T0453,T0460,X0451A,T0458,X0451B,X0451F,X0451C,T0452A,P0455,X0451E,X0451D,T0459
2014-11-21 15:04:00,T0450A,T0451,T0451A,T0460,T0459,T0453,T0458,X0451A,T0452A,X0451F,X0451C,X0451B,X0451D,X0451E,P0455
2014-11-21 15:05:00,T0450A,T0451,T0451A,T0460,T0459,T0453,T0458,X0451A,T0452A,X0451F,X0451C,X0451B,X0451D,X0451E,P0455
2014-11-21 15:06:00,T0450A,T0451A,T0453,T0460,T0451,T0458,X0451A,T0459,X0451B,X0451F,X0451C,P0455,X0451E,T0452A,X0451D
2014-11-21 15:07:00,T0450A,T0451A,T0451,T0453,T0460,T0459,X0451A,T0458,T0452A,X0451F,X0451B,X0451C,P0455,X0451E,X0451D
2014-11-21 15:08:00,T0450A,T0451A,T0451,T0453,T0460,T0459,X0451A,T0458,T0452A,X0451F,X0451B,X0451C,P0455,X0451E,X0451D
2014-11-21 15:09:00,T0450A,T0451,T0460,T0459,T0453,T0451A,T0458,X0451A,T0452A,X0451F,X0451C,X0451D,X0451E,X0451B,P0455
2014-11-21 15:10:00,T0450A,T0451,T0460,T0459,T0453,T0451A,T0458,X0451A,T0452A,X0451F,X0451C,X0451D,X0451E,X0451B,P0455
2014-11-21 15:11:00,T0450A,T0451A,T0451,T0453,T0460,T0459,X0451A,T0458,T0452A,X0451F,X0451B,X0451C,P0455,X0451E,X0451D
2014-11-21 15:12:00,T0450A,T0451A,T0453,T0451,T0460,X0451A,X0451B,X0451F,T0459,T0458,X0451C,T0452A,P0455,X0451E,X0451D
2014-11-21 15:13:00,T0450A,T0451A,T0453,T0451,T0460,X0451A,X0451B,X0451F,T0459,T0458,X0451C,T0452A,P0455,X0451E,X0451D
2014-11-21 15:14:00,T0450A,T0451A,T0453,T0451,T0460,T0458,X0451A,X0451B,T0459,X0451F,X0451C,P0455,X0451E,T0452A,X0451D
2014-11-21 15:15:00,T0450A,T0451A,T0453,T0451,T0460,T0458,X0451A,X0451B,T0459,X0451F,X0451C,P0455,X0451E,T0452A,X0451D
2014-11-21 15:16:00,T0450A,T0451,T0451A,T0460,T0453,T0458,T0459,X0451A,X0451B,X0451F,X0451C,T0452A,X0451E,P0455,X0451D
2014-11-21 15:17:00,T0450A,T0451,T0451A,T0460,T0453,T0458,T0459,X0451A,X0451B,X0451F,X0451C,T0452A,X0451E,P0455,X0451D
2014-11-21 15:18:00,T0450A,T0451,T0451A,T0460,T0453,T0458,T0459,X0451A,X0451B,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 15:19:00,T0450A,T0451,T0451A,T0460,T0453,T0458,T0459,X0451A,X0451B,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 15:20:00,T0450A,T0451A,T0451,T0453,T0458,T0460,T0459,X0451A,X0451B,X0451F,X0451C,T0452A,X0451E,P0455,X0451D
2014-11-21 15:21:00,T0450A,T0451A,T0453,T0458,T0460,T0459,T0451,X0451B,X0451A,X0451F,X0451C,T0452A,P0455,X0451E,X0451D
2014-11-21 15:22:00,T0450A,T0451A,T0451,T0453,T0460,T0458,X0451A,X0451B,T0459,X0451F,X0451C,P0455,X0451E,T0452A,X0451D
2014-11-21 15:23:00,T0450A,T0451A,T0451,T0453,T0460,T0458,X0451A,X0451B,T0459,X0451F,X0451C,P0455,X0451E,T0452A,X0451D
2014-11-21 15:24:00,T0450A,T0451,T0459,T0460,T0451A,T0453,T0458,X0451A,T0452A,X0451F,X0451C,X0451D,X0451E,P0455,X0451B
2014-11-21 15:25:00,T0450A,T0451A,T0451,T0453,T0460,T0459,X0451A,X0451B,T0458,X0451F,T0452A,X0451C,P0455,X0451E,X0451D
2014-11-21 15:26:00,T0450A,T0451A,T0451,T0453,T0460,T0459,X0451A,X0451B,T0458,X0451F,T0452A,X0451C,P0455,X0451E,X0451D
2014-11-21 15:27:00,T0450A,T0459,T0458,T0451A,T0453,T0452A,T0451,T0460,X0451F,X0451A,P0455,X0451B,X0451C,X0451D,X0451E
2014-11-21 15:28:00,T0450A,T0459,T0458,T0451A,T0453,T0452A,T0451,T0460,X0451F,X0451A,P0455,X0451B,X0451C,X0451D,X0451E
2014-11-21 15:29:00,T0450A,T0459,T0451A,T0458,T0453,T0452A,T0460,X0451F,X0451A,P0455,T0451,X0451C,X0451D,X0451B,X0451E
2014-11-21 15:30:00,T0450A,T0459,T0451A,T0458,T0453,T0452A,T0460,X0451F,X0451A,P0455,T0451,X0451C,X0451D,X0451B,X0451E
2014-11-21 15:31:00,T0450A,T0459,T0451A,T0458,T0453,T0452A,T0460,T0451,X0451F,X0451A,P0455,X0451C,X0451B,X0451D,X0451E
2014-11-21 15:32:00,T0450A,T0459,T0451A,T0458,T0453,T0452A,T0460,T0451,X0451A,X0451F,P0455,X0451C,X0451D,X0451B,X0451E
2014-11-21 15:33:00,T0450A,T0459,T0451A,T0458,T0453,T0452A,T0460,T0451,X0451A,X0451F,P0455,X0451C,X0451D,X0451B,X0451E
2014-11-21 15:34:00,T0450A,T0459,T0458,T0451A,T0453,T0451,T0452A,T0460,X0451F,P0455,X0451A,X0451B,X0451D,X0451C,X0451E
2014-11-21 15:35:00,T0450A,T0459,T0458,T0451A,T0453,T0451,T0452A,T0460,X0451F,P0455,X0451A,X0451B,X0451D,X0451C,X0451E
2014-11-21 15:36:00,T0459,T0450A,T0458,T0451A,T0452A,T0451,T0453,T0460,X0451B,X0451F,P0455,X0451A,X0451D,X0451C,X0451E
2014-11-21 15:37:00,T0459,T0450A,T0458,T0451A,T0452A,T0451,T0453,T0460,X0451B,X0451F,P0455,X0451A,X0451D,X0451C,X0451E
2014-11-21 15:38:00,T0450A,T0459,T0451A,T0458,T0453,T0452A,T0460,X0451F,X0451A,P0455,T0451,X0451C,X0451D,X0451B,X0451E
2014-11-21 15:39:00,T0450A,T0451A,T0459,T0458,T0453,T0452A,T0460,X0451F,X0451A,P0455,T0451,X0451C,X0451D,X0451E,X0451B
2014-11-21 15:40:00,T0450A,T0451A,T0459,T0458,T0453,T0452A,T0460,X0451F,X0451A,P0455,T0451,X0451C,X0451D,X0451E,X0451B
2014-11-21 15:41:00,T0450A,T0459,T0458,T0451A,T0453,T0452A,T0451,T0460,X0451F,X0451A,P0455,X0451B,X0451D,X0451C,X0451E
2014-11-21 15:42:00,T0450A,T0459,T0458,T0451A,T0453,T0452A,T0460,T0451,X0451F,P0455,X0451A,X0451B,X0451D,X0451C,X0451E
2014-11-21 15:43:00,T0450A,T0459,T0458,T0451A,T0453,T0452A,T0460,T0451,X0451F,P0455,X0451A,X0451B,X0451D,X0451C,X0451E
2014-11-21 15:44:00,T0450A,T0459,T0458,T0451A,T0453,T0452A,T0451,T0460,X0451F,X0451A,P0455,X0451B,X0451D,X0451C,X0451E
2014-11-21 15:45:00,T0450A,T0459,T0458,T0451A,T0453,T0452A,T0451,T0460,X0451F,X0451A,P0455,X0451B,X0451D,X0451C,X0451E
2014-11-21 15:46:00,T0450A,T0459,T0458,T0451A,T0451,T0453,T0460,T0452A,X0451A,X0451F,P0455,X0451B,X0451C,X0451D,X0451E
2014-11-21 15:47:00,T0450A,T0459,T0458,T0451A,T0453,T0451,T0460,T0452A,X0451A,X0451F,P0455,X0451B,X0451C,X0451D,X0451E
2014-11-21 15:48:00,T0459,T0458,T0450A,T0451A,T0451,T0452A,T0453,T0460,X0451B,P0455,X0451F,X0451A,X0451D,X0451C,X0451E
2014-11-21 15:49:00,T0459,T0458,T0450A,T0451A,T0451,T0452A,T0453,T0460,X0451B,P0455,X0451F,X0451A,X0451D,X0451C,X0451E
2014-11-21 15:50:00,T0459,T0450A,T0458,T0451,T0451A,T0452A,T0453,T0460,X0451B,X0451F,P0455,X0451A,X0451D,X0451C,X0451E
2014-11-21 15:51:00,T0459,T0450A,T0458,T0451,T0451A,T0452A,T0453,T0460,X0451B,X0451F,P0455,X0451A,X0451D,X0451C,X0451E
2014-11-21 15:52:00,T0450A,T0459,T0458,T0451A,T0451,T0453,T0460,T0452A,X0451A,X0451F,P0455,X0451C,X0451D,X0451B,X0451E
2014-11-21 15:53:00,T0450A,T0459,T0458,T0451A,T0451,T0453,T0460,T0452A,X0451A,X0451F,P0455,X0451C,X0451D,X0451B,X0451E
2014-11-21 15:54:00,T0450A,T0451A,T0459,T0458,T0453,T0460,T0452A,T0451,X0451A,X0451F,P0455,X0451C,X0451D,X0451E,X0451B
2014-11-21 15:55:00,T0450A,T0451A,T0459,T0458,T0453,T0460,T0452A,T0451,X0451A,X0451F,P0455,X0451C,X0451D,X0451E,X0451B
2014-11-21 15:56:00,T0450A,T0459,T0451A,T0458,T0453,T0452A,T0460,T0451,X0451A,X0451F,P0455,X0451C,X0451D,X0451B,X0451E
2014-11-21 15:57:00,T0450A,T0459,T0451A,T0458,T0453,T0452A,T0460,T0451,X0451A,X0451F,P0455,X0451C,X0451D,X0451B,X0451E
2014-11-21 15:58:00,T0459,T0450A,T0458,T0451A,T0451,T0452A,T0453,T0460,X0451B,X0451F,P0455,X0451A,X0451D,X0451C,X0451E
2014-11-21 15:59:00,T0459,T0450A,T0458,T0451A,T0451,T0452A,T0453,T0460,X0451B,X0451F,P0455,X0451A,X0451D,X0451C,X0451E
2014-11-21 16:00:00,T0459,T0458,T0450A,T0451,T0452A,T0460,T0451A,X0451B,T0453,X0451D,P0455,X0451F,X0451E,X0451A,X0451C
2014-11-21 16:01:00,T0459,T0458,T0451,T0450A,T0451A,T0460,T0452A,X0451B,T0453,X0451D,X0451E,X0451C,X0451A,P0455,X0451F
2014-11-21 16:02:00,T0459,T0458,T0451,T0450A,T0451A,T0460,T0452A,X0451B,T0453,X0451D,X0451E,X0451C,X0451A,P0455,X0451F
2014-11-21 16:03:00,T0459,T0458,T0451,T0451A,T0452A,X0451B,T0460,T0450A,T0453,X0451D,X0451A,X0451C,P0455,X0451E,X0451F
2014-11-21 16:04:00,T0459,T0458,T0451,T0451A,T0452A,X0451B,T0460,T0450A,T0453,X0451D,X0451A,X0451C,P0455,X0451E,X0451F
2014-11-21 16:05:00,T0459,T0458,T0451,T0451A,T0450A,T0460,T0452A,X0451B,X0451D,X0451A,X0451C,X0451E,T0453,X0451F,P0455
2014-11-21 16:06:00,T0459,T0458,T0451,T0451A,T0450A,T0452A,T0460,X0451B,X0451D,X0451A,T0453,P0455,X0451C,X0451E,X0451F
2014-11-21 16:07:00,T0459,T0458,T0451,T0451A,T0450A,T0452A,T0460,X0451B,X0451D,X0451A,T0453,P0455,X0451C,X0451E,X0451F
2014-11-21 16:08:00,T0459,T0458,T0451,T0451A,T0450A,T0452A,T0460,X0451B,X0451D,T0453,X0451A,X0451C,X0451F,X0451E,P0455
2014-11-21 16:09:00,T0459,T0458,T0451,T0451A,T0450A,T0452A,T0460,X0451B,X0451D,T0453,X0451A,X0451C,X0451F,X0451E,P0455
2014-11-21 16:10:00,T0459,T0458,T0451,T0451A,T0452A,T0460,X0451B,T0450A,T0453,X0451D,X0451A,X0451C,P0455,X0451F,X0451E
2014-11-21 16:11:00,T0459,T0458,T0451,T0451A,T0452A,T0460,X0451B,T0450A,T0453,X0451D,X0451A,X0451C,P0455,X0451F,X0451E
2014-11-21 16:12:00,T0459,T0458,T0451,T0451A,T0450A,T0452A,T0460,X0451B,X0451D,X0451A,T0453,X0451C,P0455,X0451E,X0451F
2014-11-21 16:13:00,T0451A,T0450A,T0451,T0459,T0458,T0453,X0451B,X0451A,T0460,X0451F,T0452A,P0455,X0451C,X0451D,X0451E
2014-11-21 16:14:00,T0451A,T0450A,T0451,T0459,T0458,T0453,X0451B,X0451A,T0460,X0451F,T0452A,P0455,X0451C,X0451D,X0451E
2014-11-21 16:15:00,T0451A,T0450A,T0451,T0458,T0459,T0453,X0451B,T0460,X0451A,X0451F,P0455,T0452A,X0451C,X0451D,X0451E
2014-11-21 16:16:00,T0451A,T0450A,T0451,T0458,T0459,T0453,X0451B,T0460,X0451A,X0451F,P0455,T0452A,X0451C,X0451D,X0451E
2014-11-21 16:17:00,T0451A,T0450A,T0451,T0458,T0459,T0453,X0451B,X0451A,T0460,X0451F,P0455,T0452A,X0451C,X0451D,X0451E
2014-11-21 16:18:00,T0451A,T0450A,T0451,T0459,T0458,T0453,X0451B,X0451A,T0460,X0451F,T0452A,P0455,X0451C,X0451D,X0451E
2014-11-21 16:19:00,T0451A,T0450A,T0451,T0459,T0458,T0453,X0451B,X0451A,T0460,X0451F,T0452A,P0455,X0451C,X0451D,X0451E
2014-11-21 16:20:00,T0451A,T0450A,T0451,T0459,T0458,T0453,X0451B,X0451A,T0460,X0451F,T0452A,P0455,X0451C,X0451D,X0451E
2014-11-21 16:21:00,T0451,T0450A,T0451A,T0460,T0458,T0459,T0453,P0455,T0452A,X0451A,X0451F,X0451E,X0451D,X0451B,X0451C
2014-11-21 16:22:00,T0451,T0450A,T0451A,T0460,T0458,T0459,T0453,P0455,T0452A,X0451F,X0451A,X0451E,X0451B,X0451D,X0451C
2014-11-21 16:23:00,T0451,T0451A,T0450A,T0459,T0460,T0458,T0452A,P0455,X0451F,T0453,X0451A,X0451E,X0451C,X0451B,X0451D
2014-11-21 16:24:00,T0451,T0451A,T0450A,T0459,T0460,T0458,T0452A,P0455,X0451F,T0453,X0451A,X0451E,X0451C,X0451B,X0451D
2014-11-21 16:25:00,T0451A,T0451,T0460,T0459,T0458,T0450A,T0452A,P0455,T0453,X0451F,X0451B,X0451C,X0451A,X0451E,X0451D
2014-11-21 16:26:00,T0451A,T0451,T0460,T0459,T0458,T0450A,T0452A,P0455,T0453,X0451F,X0451B,X0451C,X0451A,X0451E,X0451D
2014-11-21 16:27:00,T0451A,T0451,T0459,T0458,T0460,T0450A,T0452A,P0455,X0451F,T0453,X0451C,X0451B,X0451E,X0451D,X0451A
2014-11-21 16:28:00,T0459,T0458,T0450A,T0451,T0452A,T0460,T0451A,X0451B,P0455,T0453,X0451A,X0451F,X0451D,X0451E,X0451C
2014-11-21 16:29:00,T0459,T0458,T0450A,T0451,T0452A,T0460,T0451A,X0451B,P0455,T0453,X0451A,X0451F,X0451D,X0451E,X0451C
2014-11-21 16:30:00,T0451,T0459,T0458,T0450A,T0451A,T0460,T0452A,P0455,X0451B,X0451F,T0453,X0451A,X0451E,X0451D,X0451C
2014-11-21 16:31:00,T0451,T0459,T0458,T0450A,T0451A,T0460,T0452A,P0455,X0451B,X0451F,T0453,X0451A,X0451E,X0451D,X0451C
2014-11-21 16:32:00,T0459,T0458,T0451,T0451A,T0460,T0450A,T0452A,P0455,X0451F,X0451B,T0453,X0451D,X0451C,X0451A,X0451E
2014-11-21 16:33:00,T0459,T0458,T0451,T0451A,T0460,T0450A,T0452A,P0455,X0451F,X0451B,T0453,X0451D,X0451C,X0451A,X0451E
2014-11-21 16:34:00,T0459,T0458,T0451,T0451A,T0460,T0450A,T0452A,P0455,X0451F,X0451B,T0453,X0451D,X0451C,X0451A,X0451E
2014-11-21 16:35:00,T0459,T0458,T0451,T0451A,T0460,T0450A,T0452A,P0455,X0451F,X0451B,T0453,X0451D,X0451C,X0451A,X0451E
2014-11-21 16:36:00,T0459,T0458,T0451,T0451A,T0460,T0450A,T0452A,P0455,X0451F,X0451B,T0453,X0451D,X0451C,X0451A,X0451E
2014-11-21 16:37:00,T0459,T0458,T0451,T0451A,T0460,T0450A,T0452A,P0455,X0451F,X0451B,T0453,X0451D,X0451C,X0451E,X0451A
2014-11-21 16:38:00,T0459,T0458,T0451,T0451A,T0460,T0450A,T0452A,P0455,X0451F,X0451B,T0453,X0451D,X0451C,X0451E,X0451A
2014-11-21 16:39:00,T0459,T0458,T0451,T0451A,T0460,T0450A,T0452A,P0455,X0451F,X0451B,T0453,X0451D,X0451C,X0451E,X0451A
2014-11-21 16:40:00,T0459,T0458,T0451,T0451A,T0460,T0450A,T0452A,P0455,X0451F,X0451B,T0453,X0451D,X0451C,X0451A,X0451E
2014-11-21 16:41:00,T0459,T0451,T0451A,T0458,T0450A,T0460,T0452A,P0455,X0451F,X0451B,T0453,X0451D,X0451C,X0451A,X0451E
2014-11-21 16:42:00,T0459,T0451,T0451A,T0458,T0450A,T0460,T0452A,P0455,X0451F,X0451B,T0453,X0451D,X0451C,X0451A,X0451E
2014-11-21 16:43:00,T0451,T0451A,T0459,T0458,T0450A,T0460,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451E,X0451A,X0451D
2014-11-21 16:44:00,T0451,T0451A,T0459,T0458,T0450A,T0460,T0452A,P0455,X0451F,T0453,X0451B,X0451C,X0451E,X0451A,X0451D
2014-11-21 16:45:00,T0450A,T0459,T0451,T0458,T0451A,T0460,T0452A,T0453,X0451B,P0455,X0451A,X0451F,X0451E,X0451D,X0451C
2014-11-21 16:46:00,T0450A,T0459,T0451,T0458,T0451A,T0460,T0452A,T0453,X0451B,P0455,X0451A,X0451F,X0451E,X0451D,X0451C
2014-11-21 16:47:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0452A,T0453,P0455,X0451B,X0451A,X0451F,X0451E,X0451C,X0451D
2014-11-21 16:48:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0452A,T0453,P0455,X0451B,X0451A,X0451F,X0451E,X0451C,X0451D
2014-11-21 16:49:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,T0452A,X0451B,P0455,X0451A,X0451F,X0451E,X0451C,X0451D
2014-11-21 16:50:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,T0452A,X0451B,P0455,X0451A,X0451F,X0451E,X0451C,X0451D
2014-11-21 16:51:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,T0452A,X0451B,P0455,X0451A,X0451F,X0451E,X0451C,X0451D
2014-11-21 16:52:00,T0451,T0450A,T0459,T0458,T0451A,T0460,T0452A,T0453,P0455,X0451B,X0451A,X0451F,X0451E,X0451D,X0451C
2014-11-21 16:53:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 16:54:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 16:55:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 16:56:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
