,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2014-11-21 16:57:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451A,X0451B,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 16:58:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451A,X0451B,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 16:59:00,T0450A,T0451,T0451A,T0458,T0460,T0459,T0453,X0451A,X0451B,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 17:00:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:01:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:02:00,T0450A,T0451,T0460,T0451A,T0458,T0459,T0453,X0451A,X0451B,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:03:00,T0450A,T0451,T0460,T0451A,T0458,T0459,T0453,X0451A,X0451B,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:04:00,T0450A,T0451,T0458,T0451A,T0459,T0460,T0453,X0451A,X0451B,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:05:00,T0450A,T0451,T0458,T0459,T0460,T0453,T0451A,X0451B,X0451A,T0452A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 17:06:00,T0450A,T0451,T0458,T0459,T0460,T0453,T0451A,X0451B,X0451A,T0452A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 17:07:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:08:00,T0450A,T0451,T0459,T0458,T0451A,T0460,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:09:00,T0450A,T0451,T0459,T0458,T0451A,T0460,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:10:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,X0451B,T0452A,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 17:11:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,X0451B,T0452A,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 17:12:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:13:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:14:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:15:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:16:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:17:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 17:18:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 17:19:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:20:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:21:00,T0450A,T0451,T0458,T0451A,T0459,T0460,T0453,X0451A,X0451B,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:22:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:23:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:24:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:25:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:26:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:27:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:28:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:29:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:30:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:31:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:32:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:33:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:34:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 17:35:00,T0450A,T0451,T0451A,T0460,T0458,T0459,T0453,X0451A,X0451B,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 17:36:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 17:37:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 17:38:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 17:39:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 17:40:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 17:41:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 17:42:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 17:43:00,T0450A,T0451A,T0458,T0459,T0451,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 17:44:00,T0450A,T0451A,T0458,T0451,T0459,T0453,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 17:45:00,T0450A,T0451A,T0458,T0451,T0459,T0453,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 17:46:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 17:47:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 17:48:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 17:49:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:50:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 17:51:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 17:52:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 17:53:00,T0450A,T0451A,T0458,T0459,T0451,T0453,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 17:54:00,T0450A,T0451A,T0451,T0458,T0460,T0459,T0453,X0451A,X0451B,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 17:55:00,T0450A,T0451A,T0458,T0459,T0451,T0453,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,X0451D,P0455
2014-11-21 17:56:00,T0450A,T0451A,T0458,T0459,T0451,T0453,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,X0451D,P0455
2014-11-21 17:57:00,T0450A,T0451A,T0458,T0451,T0459,T0453,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 17:58:00,T0450A,T0451A,T0458,T0451,T0459,T0453,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 17:59:00,T0450A,T0451A,T0451,T0458,T0453,T0460,T0459,X0451A,X0451B,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 18:00:00,T0450A,T0451A,T0451,T0458,T0453,T0460,T0459,X0451A,X0451B,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 18:01:00,T0450A,T0451,T0458,T0459,T0460,T0453,T0451A,X0451A,T0452A,X0451B,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:02:00,T0450A,T0451,T0458,T0459,T0460,T0453,T0451A,X0451A,T0452A,X0451B,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:03:00,T0450A,T0459,T0451,T0458,T0451A,T0460,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 18:04:00,T0450A,T0459,T0451,T0458,T0451A,T0460,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 18:05:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 18:06:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 18:07:00,T0450A,T0451,T0458,T0451A,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 18:08:00,T0450A,T0451,T0458,T0451A,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 18:09:00,T0450A,T0451,T0459,T0458,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 18:10:00,T0450A,T0451,T0459,T0458,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 18:11:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:12:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:13:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:14:00,T0450A,T0451,T0458,T0460,T0459,T0453,T0451A,X0451A,X0451B,T0452A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 18:15:00,T0450A,T0451,T0458,T0460,T0459,T0453,T0451A,X0451A,X0451B,T0452A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 18:16:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:17:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:18:00,T0450A,T0459,T0458,T0451,T0460,T0451A,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 18:19:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:20:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:21:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:22:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:23:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:24:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:25:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:26:00,T0450A,T0451,T0458,T0459,T0460,T0453,T0451A,X0451B,T0452A,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:27:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:28:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:29:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:30:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:31:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,X0451B,T0452A,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:32:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,X0451B,T0452A,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:33:00,T0450A,T0451,T0458,T0459,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:34:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:35:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:36:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 18:37:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:38:00,T0450A,T0451,T0459,T0458,T0460,T0453,T0451A,T0452A,X0451B,X0451A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:39:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 18:40:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 18:41:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 18:42:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 18:43:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 18:44:00,T0450A,T0451,T0458,T0459,T0460,T0453,T0451A,X0451B,X0451A,T0452A,P0455,X0451C,X0451E,X0451F,X0451D
2014-11-21 18:45:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 18:46:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 18:47:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451A,X0451B,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 18:48:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451A,X0451B,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 18:49:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 18:50:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 18:51:00,T0450A,T0451A,T0451,T0458,T0459,T0453,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 18:52:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 18:53:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 18:54:00,T0450A,T0458,T0459,T0451A,T0451,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 18:55:00,T0450A,T0458,T0459,T0451A,T0451,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 18:56:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 18:57:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 18:58:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 18:59:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 19:00:00,T0450A,T0451A,T0458,T0453,T0459,T0451,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 19:01:00,T0450A,T0451A,T0451,T0458,T0453,T0459,T0460,X0451A,X0451B,T0452A,X0451F,X0451C,X0451E,X0451D,P0455
2014-11-21 19:02:00,T0450A,T0451A,T0451,T0458,T0453,T0459,T0460,X0451A,X0451B,T0452A,X0451F,X0451C,X0451E,X0451D,P0455
2014-11-21 19:03:00,T0450A,T0451A,T0453,T0458,T0451,T0459,T0460,X0451B,X0451A,X0451F,X0451C,T0452A,X0451E,P0455,X0451D
2014-11-21 19:04:00,T0450A,T0451A,T0453,T0458,T0451,T0459,T0460,X0451B,X0451A,X0451F,X0451C,T0452A,X0451E,P0455,X0451D
2014-11-21 19:05:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:06:00,T0450A,T0451,T0451A,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:07:00,T0450A,T0451A,T0458,T0451,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:08:00,T0450A,T0451A,T0458,T0451,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:09:00,T0450A,T0451,T0451A,T0458,T0460,T0459,T0453,X0451A,X0451B,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:10:00,T0450A,T0451,T0451A,T0458,T0460,T0459,T0453,X0451A,X0451B,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:11:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:12:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:13:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:14:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:15:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:16:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:17:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 19:18:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 19:19:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 19:20:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:21:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:22:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451A,X0451B,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 19:23:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451A,X0451B,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 19:24:00,T0450A,T0451A,T0451,T0458,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 19:25:00,T0450A,T0451A,T0451,T0458,T0459,T0453,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 19:26:00,T0450A,T0451A,T0451,T0458,T0459,T0453,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,P0455,X0451D
2014-11-21 19:27:00,T0450A,T0451A,T0458,T0451,T0459,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,X0451E,P0455,X0451D
2014-11-21 19:28:00,T0450A,T0451A,T0458,T0459,T0451,T0453,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,X0451D,P0455
2014-11-21 19:29:00,T0450A,T0451A,T0458,T0459,T0451,T0453,T0460,X0451B,X0451A,T0452A,X0451F,X0451C,X0451E,X0451D,P0455
2014-11-21 19:30:00,T0450A,T0459,T0458,T0451,T0451A,T0460,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:31:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:32:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:33:00,T0450A,T0451,T0458,T0459,T0460,T0451A,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:34:00,T0450A,T0459,T0458,T0451,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 19:35:00,T0450A,T0459,T0458,T0451,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,X0451F,P0455,X0451E,X0451D
2014-11-21 19:36:00,T0450A,T0451,T0459,T0458,T0460,T0451A,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 19:37:00,T0450A,T0451,T0459,T0458,T0451A,T0460,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:38:00,T0450A,T0451,T0459,T0458,T0451A,T0460,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:39:00,T0450A,T0451,T0459,T0458,T0451A,T0460,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:40:00,T0450A,T0451,T0459,T0458,T0451A,T0460,T0453,X0451B,T0452A,X0451A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:41:00,T0450A,T0459,T0458,T0451,T0451A,T0460,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 19:42:00,T0450A,T0459,T0458,T0451,T0451A,T0460,T0453,X0451B,T0452A,X0451A,P0455,X0451C,X0451F,X0451E,X0451D
2014-11-21 19:43:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:44:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:45:00,T0450A,T0451,T0458,T0459,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
2014-11-21 19:46:00,T0450A,T0451,T0459,T0458,T0451A,T0460,T0453,X0451B,X0451A,T0452A,X0451C,P0455,X0451F,X0451E,X0451D
